traffic,item,Time,video,Image_index
w-outbound,None,1621.7,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,51
w-outbound,None,1622,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,60
w-outbound,with food,1622.067,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,62
w-outbound,with brood,1622.133,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,64
w-outbound,with food,1622.433,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,73
w-outbound,with food,1622.467,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,74
nymph-outbound,None,1622.767,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,83
w-outbound,None,1623,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,90
w-outbound,with brood,1623.1,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,93
w-outbound,with brood,1623.267,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,98
w-inbound,None,1623.3,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,99
w-outbound,with food,1623.433,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,103
w-outbound,with brood,1623.5,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,105
nymph-outbound,None,1623.7,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,111
w-outbound,with brood,1623.733,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,112
w-inbound,None,1623.867,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,116
w-outbound,None,1624,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,120
nymph-outbound,None,1624.267,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,128
nymph-outbound,None,1624.433,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,133
w-outbound,with food,1624.567,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,137
w-outbound,with food,1624.767,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,143
w-outbound,with food,1624.8,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,144
w-outbound,None,1624.933,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,148
w-outbound,with brood,1625.2,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,156
w-outbound,with brood,1625.233,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,157
w-outbound,with food,1625.3,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,159
w-outbound,with brood,1625.533,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,166
w-outbound,with food,1625.633,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,169
w-outbound,None,1625.9,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,177
w-outbound,with food,1625.967,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,179
w-outbound,None,1626.1,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,183
w-inbound,None,1626.133,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,184
w-outbound,with food,1626.267,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,188
w-outbound,None,1626.4,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,192
w-outbound,with food,1626.6,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,198
w-outbound,with food,1626.633,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,199
w-outbound,None,1626.833,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,205
w-outbound,None,1626.867,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,206
w-outbound,with brood,1627.067,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,212
w-inbound,None,1627.267,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,218
w-outbound,with food,1627.3,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,219
w-outbound,with food,1627.433,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,223
w-outbound,with food,1627.533,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,226
nymph-outbound,None,1627.8,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,234
w-outbound,with brood,1627.9,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,237
w-inbound,None,1627.967,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,239
w-outbound,with brood,1628.167,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,245
w-outbound,with brood,1628.2,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,246
min-s-onbound,,1628.267,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,248
w-inbound,None,1628.367,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,251
w-outbound,with food,1628.4,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,252
w-inbound,None,1628.467,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,254
w-outbound,with brood,1628.533,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,256
w-inbound,None,1628.633,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,259
w-outbound,with food,1628.733,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,262
min-s-onbound,,1628.867,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,266
w-outbound,with food,1628.967,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,269
w-outbound,with brood,1629.067,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,272
w-outbound,with brood,1629.267,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,278
w-inbound,None,1629.433,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,283
w-outbound,None,1629.533,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,286
w-outbound,with food,1629.6,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,288
maj-s-onbound,,1629.7,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,291
w-outbound,with brood,1629.767,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,293
w-inbound,None,1629.833,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,295
w-outbound,with brood,1629.833,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,295
w-outbound,with food,1629.967,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,299
w-outbound,with brood,1630.133,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,304
w-outbound,None,1630.167,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,305
w-outbound,with brood,1630.2,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,306
w-outbound,with food,1630.433,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,313
w-outbound,with food,1630.467,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,314
maj-s-onbound,,1630.7,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,321
w-outbound,with brood,1630.733,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,322
w-outbound,with food,1630.767,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,323
w-outbound,with food,1631.033,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,331
w-outbound,with brood,1631.067,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,332
w-outbound,None,1631.1,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,333
w-outbound,with brood,1631.3,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,339
w-outbound,with brood,1631.367,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,341
w-outbound,None,1631.4,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,342
w-outbound,None,1631.6,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,348
w-outbound,with food,1631.633,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,349
nymph-outbound,None,1631.7,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,351
w-outbound,with food,1631.967,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,359
w-outbound,with brood,1632.067,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,362
w-outbound,with brood,1632.167,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,365
w-outbound,with brood,1632.4,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,372
w-outbound,with food,1632.5,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,375
w-outbound,with food,1632.533,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,376
w-outbound,with brood,1632.667,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,380
w-outbound,with brood,1632.767,videos\Lon_lon_NM23074_nest-emigration_230607_09_clip_1.mp4,383
